Time	Temp
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:00	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:01	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
00:00:02	23,7
